days_published,newspaper_name,city,state,total_circulation,county,state_full
1,Hololulu Weekly,Honolulu,Hawaii,37000,Honolulu,Hawaii
1,Portland Observer,Portland,Ore.,37000,Multnomah,Oregon
1,Olmsted County Journal,Rochester,Minn.,36986,Olmsted,Minnesota
1,South County Times,Affton,Mo.,36950,St. Louis,Missouri
1,Weekly Alibi,Albuquerque,N.M.,36914,Bernalillo,New Mexico
7,Wilmington StarNews,Wilmington,N.C.,36629,New Hanover,North Carolina
1,Sunnyvale Sun,Sunnyvale,Calif.,36450,Santa Clara,California
7,Clarion-Ledger,Jackson,Miss.,36442,Hinds,Mississippi
7,Waterbury Republican-American,Waterbury,Conn.,36329,New Haven,Connecticut
7,News-Press,Fort Myers,Fla.,36275,Lee,Florida
7,Beacon-News The,Aurora,Ill.,36228,Kane,Illinois
7,Standard-Examiner,Ogden,Utah,36208,Weber,Utah
3,Diario Las Americas,Miami,Fla.,36028,Miami-Dade,Florida
7,Florida Today,Melbourne,Fla.,36019,Brevard,Florida
1,Times of Acadiana,Lafayette,La.,36000,Lafayette Parish,Louisiana
1,Pacific Sun,San Rafael,Calif.,36000,Marin,California
1,Bellevue Reporter,Bellevue,Wash.,35842,King,Washington
1,Neighbor News,Rockaway,N.J.,35796,Morris,New Jersey
1,Lititz Record Express,Lititz,Pa.,35750,Lancaster,Pennsylvania
1,Milford-Orange Bulletin,Milford,Conn.,35708,New Haven,Connecticut
1,Portland Mercury,Portland,Ore.,35653,Multnomah,Oregon
1,Community Common,Portsmouth,Ohio,35640,Scioto,Ohio
1,Farm Forum,Aberdeen,S.D.,35409,Brown,South Dakota
1,Star News,Chula Vista,Calif.,35270,San Diego,California
1,Eugene Weekly,Eugene,Ore.,35267,Lane,Oregon
7,Idaho Statesman The,Boise,Idaho,35238,Ada,Idaho
1,New Times,San Luis Obispo,Calif.,35226,San Luis Obispo,California
2,Stateline News,Beloit,Wisc.,35185,Rock,Wisconsin
1,News Leader,Clermont,Fla.,35145,Lake,Florida
1,La Prensa,Longwood,Fla.,35000,Seminole,Florida
1,Florida Star,Jacksonville,Fla.,35000,Duval,Florida
1,Atlanta Metro,Atlanta,Ga.,35000,Fulton,Georgia
1,Atlanta-News Leader,Atlanta,Ga.,35000,Fulton,Georgia
1,Salinas Valley Weekly,Salinas,Calif.,35000,Monterey,California
1,Merced County Times,Merced,Calif.,35000,Merced,California
1,Bowie Blade-News,Bowie,Md.,35000,Prince Georges,Maryland
1,Poland Town Crier,Poland,Ohio,35000,Mahoning,Ohio
1,Canfield Town Crier,Boardman,Ohio,35000,Mahoning,Ohio
1,Telegram,Ecores,Mich.,35000,Wayne,Michigan
1,Boise Weekly,Boise,Idaho,35000,Ada,Idaho
1,Hastings Banner,Hastings,Mich.,34998,Barry,Michigan
1,Fort Bend Star,Stafford,Texas,34975,Fort Bend,Texas
5,Focus Daily News,DeSoto,Texas,34932,Dallas,Texas
1,Insight News,Minneapolis,Minn.,34900,Hennepin,Minnesota
1,Columbia Flier,Columbia,Md.,34856,Howard,Maryland
1,Other Paper,Columbus,Ohio,34816,Franklin,Ohio
6,Bangor Daily News,Bangor,Maine,34763,Penobscot,Maine
1,Warren Reporter,Warren,N.J.,34655,Somerset,New Jersey
7,Ledger The,Lakeland,Fla.,34636,Polk,Florida
1,Fort Lupton Press,Fort Lupton,Colo.,34571,Weld,Colorado
1,Post Journal,Rockford,Ill.,34558,Winnebago,Illinois
7,Evansville Courier & Press,Evansville,Ind.,34492,Vanderburgh,Indiana
7,Courier-Post,Cherry Hill,N.J.,34471,Camden,New Jersey
1,Courier Post/This Week,Cherry Hill,N.J.,34471,Camden,New Jersey
1,Sun Gazette,Alexandria,Va.,34457,Alexandria city,Virginia
1,Syracuse New Times,Syracuse,N.Y.,34363,Onondaga,New York
1,Towson Times,Towson,Md.,34341,Baltimore,Maryland
1,Seven Days,Burlington,Vt.,34311,Chittenden,Vermont
1,Clackamas Review,Clackamas,Ore.,34300,Clackamas,Oregon
5,Glendale News-Press,Glendale,Calif.,34200,Los Angeles,California
1,Reporter The,Cranford,N.J.,34179,Union,New Jersey
1,New Times Broward/Palm Beach,Palm Beach,Fla.,34000,Palm Beach,Florida
2,Times-Citizen,Iowa Falls,Iowa,34000,Hardin,Iowa
1,Northern Express Weekly,Traverse City,Mich.,34000,Grand Traverse,Michigan
1,Monterey County Weekly,Seaside,Calif.,33965,Monterey,California
1,Leader,Houston,Texas,33952,Harris,Texas
1,East County Californian The,El Cajon,Calif.,33950,San Diego,California
1,Suburban/Metro Press,Millbury,Ohio,33930,Wood,Ohio
2,Garner-Cleveland Record,Garner,N.C.,33870,Wake,North Carolina
2,Sterling Heights Sentry,Sterling Heights,Mich.,33773,Macomb,Michigan
7,Cape Cod Times,Hyannis,Mass.,33739,Barnstable,Massachusetts
1,Suburban News/Elizabeth City News,Elizabeth,N.J.,33730,Union,New Jersey
2,Journal,Mt. Clemens,Mich.,33684,Macomb,Michigan
1,Anaheim Bulletin,Anaheim,Calif.,33681,Orange,California
1,City Newspaper,Rochester,N.Y.,33681,Monroe,New York
7,Union-Leader/ New Hampshire Sunday News,Manchester,N.H.,33675,Hillsborough,New Hampshire
7,Huntsville Times,Huntsville,Ala.,33515,Madison,Alabama
1,Birmingham-Bloomfield Eagle,Birmingham,Mich.,33375,Oakland,Michigan
7,Free Lance-Star,Fredericksburg,Va.,33357,Fredericksburg city,Virginia
1,Tucson Weekly,Tucson,Ariz.,33301,Pima,Arizona
5,Conway Daily Sun,North Conway,N.H.,33200,Carroll,New Hampshire
1,Arvada Press,Arvada,Colo.,33145,Jefferson,Colorado
1,Stoughton Courier-Hub,Stoughton,Wisc.,33142,Dane,Wisconsin
1,Suburbanite The,Green,Ohio,33115,Summit,Ohio
1,Southfield Sun,Southfield,Mich.,33108,Oakland,Michigan
1,Richmond Free Press,Richmond,Va.,33021,Richmond city,Virginia
1,California Advocate,Fresno,Calif.,33013,Fresno,California
1,ThisWeek Whitehall News,Whitehall,Ohio,33007,Franklin,Ohio
7,Daily Gazette,Schenectady,N.Y.,33004,Schenectady,New York
1,Coral Springs Forum,Coral Springs,Fla.,33000,Broward,Florida
1,Weatherford Telegram,Weatherford,Texas,33000,Parker,Texas
1,Ventura County Reporter,Ventura,Calif.,33000,Ventura,California
7,Ventura County Star/Sunday Star,Ventura,Calif.,33000,Ventura,California
1,St Louis Argus,St Louis,Mo.,33000,St. Louis city,Missouri
1,Newcity,Chicago,Ill.,33000,Cook,Illinois
1,Valley Advocate,Northampton,Mass.,33000,Hampshire,Massachusetts
1,Derry News,Derry,N.H.,33000,Rockingham,New Hampshire
1,Suburban News,Spencerport,N.Y.,33000,Monroe,New York
1,Verona Press,Verona,Wisc.,32964,Dane,Wisconsin
1,Oregon Observer,Oregon,Wisc.,32851,Dane,Wisconsin
1,Brighton Standard Blade,Brighton,Colo.,32842,Adams,Colorado
1,Free Times,Columbia,S.C.,32806,Richland,South Carolina
1,Independent The,Hazlet,N.J.,32806,Monmouth,New Jersey
1,Daily News-Sun/Glendale-Peoria Today,Glendale,Ariz.,32785,Maricopa,Arizona
1,Boynton Forum,Boynton Beach,Fla.,32690,Palm Beach,Florida
1,Royal Oak Review,Royal Oak,Mich.,32637,Oakland,Michigan
1,Davis County Clipper,Bountiful,Utah,32633,Davis,Utah
7,Charlotte Sun-Herald,Port Charlotte,Fla.,32632,Charlotte,Florida
3,Gaffney Ledger,Gaffney,S.C.,32550,Cherokee,South Carolina
1,Herald-Tribune,Cartersville,Ga.,32484,Bartow,Georgia
1,East Brunswick Sentinel,East Brunswick,N.J.,32440,Middlesex,New Jersey
2,Tri-County Times,Fenton,Mich.,32381,Genesee,Michigan
7,Bakersfield Californian,Bakersfield,Calif.,32291,Kern,California
7,West County Times,Richmond,Calif.,32263,Contra Costa,California
1,Webster Times,Webster,Mass.,32200,Worcester,Massachusetts
1,Atlantic City Weekly,Atlantic City,N.J.,32178,Atlantic,New Jersey
1,Mansfield News-Mirror,Mansfield,Texas,32158,Tarrant,Texas
2,Sunday Independent,Owosso,Mich.,32035,Shiawassee,Michigan
1,La Estrella de Tucson,Tucson,Ariz.,32000,Pima,Arizona
1,Bakersfield News Observer,Bakersfield,Calif.,32000,Kern,California
1,Two River Times,Red Bank,N.J.,32000,Monmouth,New Jersey
7,Post-Tribune,Merrillville,Ind.,32000,Lake,Indiana
1,Knentertain/Bulletin,Kenosha,Wisc.,32000,Kenosha,Wisconsin
1,Ann Arbor Observer,Ann Arbor,Mich.,31972,Washtenaw,Michigan
2,Fraser-Clinton Chronicle,Clinton,Mich.,31892,Lenawee,Michigan
1,Hartford Area News,Hartford,S.D.,31709,Minnehaha,South Dakota
1,Troy Times,Troy,Mich.,31646,Oakland,Michigan
7,Kalamazoo Gazette,Kalamazoo,Mich.,31610,Kalamazoo,Michigan
1,Hartford Advocate,Hartford,Conn.,31570,Hartford,Connecticut
2,Hendricks County Flyer,Avon,Ind.,31550,Hendricks,Indiana
1,Clifton Journal,Clifton,N.J.,31542,Passaic,New Jersey
1,Style Weekly,Richmond,Va.,31519,Richmond city,Virginia
1,Cape May Star and Wave,Cape May,N.J.,31418,Cape May,New Jersey
6,Pueblo Chieftain/ Sunday Chieftain,Pueblo,Colo.,31405,Pueblo,Colorado
1,News-Enterprise,Los Angeles,Calif.,31400,Los Angeles,California
6,Post-Bulletin,Rochester,Minn.,31350,Olmsted,Minnesota
7,Tri-Valley Times,Pleasanton,Calif.,31317,Alameda,California
2,Eastsider,Eastpointe,Mich.,31281,Macomb,Michigan
2,Georgetown Times,Georgetown,S.C.,31223,Georgetown,South Carolina
7,Quad-City Times,Davenport,Iowa,31201,Scott,Iowa
1,Catholic Times,La Crosse,Wisc.,31193,La Crosse,Wisconsin
1,Northside-Sandy Springs Neighbor,Vinings,Ga.,31185,Cobb,Georgia
1,North Side Journal,Chesterfield,Mo.,31000,St. Louis,Missouri
7,Augusta Chronicle The,Augusta,Ga.,30901,Richmond,Georgia
7,Corpus Christi Caller-Times,Corpus Christi,Texas,30866,Nueces,Texas
1,Chatham Citizen,Chicago,Ill.,30845,Cook,Illinois
1,Johnson City News & Neighbor,Johnson City,Tenn.,30775,Washington,Tennessee
7,Lansing State Journal,Lansing,Mich.,30720,Ingham,Michigan
1,Mena Star,Mena,Ark.,30700,Polk,Arkansas
1,Fort Bend Sun,Missouri City,Texas,30633,Fort Bend,Texas
2,Janesville Messenger,Janesville,Wisc.,30487,Rock,Wisconsin
7,Connecticut Post,Bridgeport,Conn.,30432,Fairfield,Connecticut
1,Everglades Echo,Naples,Fla.,30294,Collier,Florida
1,Acorn,Agoura Hills,Calif.,30261,Los Angeles,California
1,Downtown Journal,Minneapolis,Minn.,30220,Hennepin,Minnesota
1,Islander Reporter,South Pasadena,Fla.,30175,Pinellas,Florida
1,Southend Citizen,Chicago,Ill.,30130,Cook,Illinois
7,Asheville Citizen-Times,Asheville,N.C.,30114,Buncombe,North Carolina
1,Paper (Elkhart Co),Goshen,Ind.,30099,Elkhart,Indiana
1,South Bergenite,Rutherford,N.J.,30071,Bergen,New Jersey
1,McKinney Courier-Gazette,McKinney,Texas,30059,Collin,Texas
1,Cincinnati Citybeat,Cincinnati,Ohio,30013,Hamilton,Ohio
2,Port Isabel-South Padre Press,Port Isabel,Texas,30000,Cameron,Texas
1,Coastal Current Weekly,South Padre Island,Texas,30000,Cameron,Texas
1,Westside Gazette,Fort Lauderdale,Fla.,30000,Broward,Florida
1,Boca Raton Forum,Boca Raton,Fla.,30000,Palm Beach,Florida
1,Northeast News,Houston,Texas,30000,Harris,Texas
2,Livingston Parish News The,Denham Springs,La.,30000,Livingston Parish,Louisiana
1,Advance,Vidalia,Ga.,30000,Toombs,Georgia
1,Inland Empire Weekly,Corona,Calif.,30000,Riverside,California
1,Shelby Sun Times,Bartlett,Tenn.,30000,Shelby,Tennessee
1,Black Chronicle,Oklahoma City,Okla.,30000,Oklahoma,Oklahoma
1,Chicago's Northwest Side Press,Chicago,Ill.,30000,Cook,Illinois
1,Bay State Banner,Boston,Mass.,30000,Suffolk,Massachusetts
1,Capital City Weekly,Juneau,Alaska,30000,Juneau Borough,Alaska
7,Rock Island Argus The,Rock Island,Ill.,29991,Rock Island,Illinois
1,Argonaut The,Marina del Rey,Calif.,29975,Los Angeles,California
1,Atwater Signal,Merced,Calif.,29944,Merced,California
1,Valley Banner,Elkton,Va.,29896,Rockingham,Virginia
7,Rockford Register Star,Rockford,Ill.,29823,Winnebago,Illinois
1,Orlando Weekly,Orlando,Fla.,29819,Orange,Florida
1,South Shore News,Ruskin,Fla.,29695,Hillsborough,Florida
1,Suburban,Old Bridge,N.J.,29694,Middlesex,New Jersey
7,Kingsport Times-News,Kingsport,Tenn.,29503,Sullivan,Tennessee
6,Southtown Star,Tinley Park,Ill.,29495,Cook,Illinois
1,Capital Press,Salem,Ore.,29428,Marion,Oregon
1,Northeast Booster Reporter,Towson,Md.,29330,Baltimore,Maryland
1,La Voz Bilingue,Denver,Colo.,29270,Denver,Colorado
7,Alaska Dispatch News,Anchorage,Alaska,29262,Anchorage Borough,Alaska
1,Resident,Pawcatuck,Conn.,29251,New London,Connecticut
7,Sun News,Myrtle Beach,S.C.,29232,Horry,South Carolina
1,Lake Worth Forum,Lake Worth,Fla.,29200,Palm Beach,Florida
1,Lake Worth Herald Press,Lake Worth,Fla.,29200,Palm Beach,Florida
6,Salem Evening News,Salem,Mass.,29200,Essex,Massachusetts
1,South Chartlotte Weekly,Charlotte,N.C.,29181,Mecklenburg,North Carolina
7,Reno Gazette-Journal,Reno,Nev.,29144,Washoe,Nevada
1,Metro Courier,Augusta,Ga.,29010,Richmond,Georgia
7,Northeast Mississippi Daily Journal,Tupelo,Miss.,29001,Lee,Mississippi
1,Mechanicsville Local,Mechanicsville,Va.,29000,Hanover,Virginia
2,Southwest County Journal,Town and Country,Mo.,29000,St. Louis,Missouri
1,Crave,Lawrence,Kan.,29000,Douglas,Kansas
7,Post-Crescent,Appleton,Wisc.,28993,Outagamie,Wisconsin
2,Lakeshore Chronicle,Manitowoc,Wisc.,28923,Manitowoc,Wisconsin
7,Billings Gazette,Billings,Mont.,28877,Yellowstone,Montana
7,Tri-City Herald,Pasco,Wash.,28839,Franklin,Washington
7,News-Gazette,Champaign,Ill.,28815,Champaign,Illinois
2,Federal Way Mirror,Federal Way,Wash.,28756,King,Washington
1,Federal Way News,Federal Way,Wash.,28756,King,Washington
7,Tallahassee Democrat,Tallahassee,Fla.,28714,Leon,Florida
1,Macomb Chronicle,Macomb,Mich.,28700,Macomb,Michigan
1,Reston/Herndon Connection,Reston,Va.,28690,Fairfax,Virginia
1,Miami Today,Miami,Fla.,28668,Miami-Dade,Florida
7,Express-Times,Easton,Pa.,28657,Northampton,Pennsylvania
7,Eagle-Tribune,Lawrence,Mass.,28509,Essex,Massachusetts
1,Town Talk Newspapers,Holmes,Pa.,28500,Delaware,Pennsylvania
1,MidWeek,DeKalb,Ill.,28500,DeKalb,Illinois
1,Idaho Mountain Express and Guide,Ketchum,Idaho,28405,Blaine,Idaho
1,Wheaton Gazette,Wheaton,Minn.,28393,Traverse,Minnesota
2,Lee's Summit Journal,Lee's Summit,Mo.,28369,Jackson,Missouri
7,Waco Tribune-Herald,Waco,Texas,28296,McLennan,Texas
7,Capital The,Annapolis,Md.,28272,Anne Arundel,Maryland
1,Morton Times-News,Morton,Ill.,28210,Tazewell,Illinois
1,Cape Cod Chronicle,Chatham,Mass.,28125,Barnstable,Massachusetts
1,Pearland Reporter News,Pearland,Texas,28000,Brazoria,Texas
1,Carlesbad Sun,San Marcos,Calif.,28000,San Diego,California
1,Madison County Advertiser,Richmond,Ky.,28000,Madison,Kentucky
1,Cityview,Des Moines,Iowa,28000,Polk,Iowa
1,Early Bird,Greenville,Ohio,27974,Darke,Ohio
1,Illinois Times,Springfield,Ill.,27966,Sangamon,Illinois
1,Moultrie News,Mt. Pleasant,S.C.,27918,Charleston,South Carolina
1,Seminole Beacon,Largo,Fla.,27900,Pinellas,Florida
1,Revue & News,Alpharetta,Ga.,27900,Fulton,Georgia
2,Seminole Sentinel,Seminole,Texas,27875,Gaines,Texas
7,Messenger The,Fort Dodge,Iowa,27802,Webster,Iowa
3,Ahwatukee Foothill News,Phoenix,Ariz.,27800,Maricopa,Arizona
1,Reflector,Battle Ground,Wash.,27706,Clark,Washington
1,Free Weekly,Fayetteville,Ark.,27624,Washington,Arkansas
7,Alexandria Daily Town Talk,Alexandria,La.,27561,Rapides Parish,Louisiana
1,Newton TAB,Newton,Mass.,27554,Middlesex,Massachusetts
7,Chico Enterprise-Record,Chico,Calif.,27539,Butte,California
1,West Bloomfield Beacon,West Bloomfield Township,Mich.,27502,Oakland,Michigan
7,Citizen's Voice The/ Sunday Voice,Wilkes-Barre,Pa.,27492,Luzerne,Pennsylvania
1,Orange City News,Orange,Calif.,27467,Orange,California
1,Mountain Xpress,Asheville,N.C.,27458,Buncombe,North Carolina
1,Country Gazette,Franklin,Mass.,27443,Norfolk,Massachusetts
1,Memorial Examiner,Houston,Texas,27400,Harris,Texas
1,Reminder,Hastings,Mich.,27357,Barry,Michigan
2,Dover Post,Dover,Del.,27266,Kent,Delaware
1,Highlands Ranch Herald The,Highlands Ranch,Colo.,27125,Douglas,Colorado
1,Lansing City Community News,Lansing,Mich.,27123,Ingham,Michigan
7,News-Herald The,Willoughby,Ohio,27104,Lake,Ohio
7,St Joseph News-Press,St Joseph,Mo.,27095,Buchanan,Missouri
7,Columbian,Vancouver,Wash.,27073,Clark,Washington
1,River East News Bulletin,Glastonbury,Conn.,27050,Hartford,Connecticut
1,Star Community Newsweekly,Trevose,Pa.,27025,Bucks,Pennsylvania
1,St Croix Valley Press,White Bear Lake,Minn.,27004,Ramsey,Minnesota
2,Venice Gondolier Sun,Venice,Fla.,27000,Sarasota,Florida
1,Speakin' Out Weekly,Huntsville,Ala.,27000,Madison,Alabama
1,Independent News,Florissant,Mo.,27000,St. Louis,Missouri
7,Journal-News,Hamilton,Ohio,27000,Butler,Ohio
2,St Clair Shores Sentinel,St Clair Shores,Mich.,27000,Macomb,Michigan
1,Puyallup Herald,Puyallup,Wash.,27000,Pierce,Washington
6,Butler Eagle,Butler,Pa.,26996,Butler,Pennsylvania
1,San Antonio Current,San Antonio,Texas,26953,Bexar,Texas
7,State Journal-Register The,Springfield,Ill.,26897,Sangamon,Illinois
1,Grand Blanc News,Grand Blanc,Mich.,26807,Genesee,Michigan
1,Grand Blanc View,Grand Blanc,Mich.,26807,Genesee,Michigan
1,Rancher,Houston,Texas,26800,Harris,Texas
6,Journal Inquirer,Manchester,Conn.,26794,Hartford,Connecticut
2,Grant County Journal,Ephrata,Wash.,26792,Grant,Washington
7,Belleville News-Democrat,Belleville,Ill.,26741,St. Clair,Illinois
1,Huntington Beach Independent,Huntington Beach,Calif.,26730,Orange,California
7,Monitor,McAllen,Texas,26716,Hidalgo,Texas
2,Summerville Journal-Scene,Summerville,S.C.,26700,Dorchester,South Carolina
1,Enlightener,Nashville,Tenn.,26700,Davidson,Tennessee
7,Pensacola News Journal,Pensacola,Fla.,26546,Escambia,Florida
1,Preston Hollow People,Dallas,Texas,26531,Dallas,Texas
1,Pasadena Weekly,Pasadena,Calif.,26518,Los Angeles,California
1,Ellis County Chronicle,Red Oak,Texas,26500,Ellis,Texas
2,AnnArbor.com,Ann Arbor,Mich.,26471,Washtenaw,Michigan
1,Arlington Sun Gazette,Arlington,Va.,26438,Arlington,Virginia
2,Palm Coast Observer,Palm Coast,Fla.,26344,Flagler,Florida
1,Marysville Globe,Marysville,Wash.,26284,Snohomish,Washington
1,Prince William Today,Manassas,Va.,26272,Manassas city,Virginia
1,Country Today,Eau Claire,Wisc.,26124,Eau Claire,Wisconsin
7,Herald-News,Joliet,Ill.,26072,Will,Illinois
1,Lehigh Acres Citizen,Lehigh Acres,Fla.,26000,Lee,Florida
2,Lehigh Acres News-Star,Lehigh Acres,Fla.,26000,Lee,Florida
1,Lake Norman Citizen Newspaper,Huntersville,N.C.,26000,Mecklenburg,North Carolina
1,Willows Journal,Willows,Calif.,26000,Glenn,California
1,Snyder County Times,Selinsgrove,Pa.,26000,Snyder,Pennsylvania
1,Bronx Times Reporter,Bronx,N.Y.,26000,Bronx,New York
7,Sun-Gazette,Williamsport,Pa.,26000,Lycoming,Pennsylvania
1,Community News,Saratoga Springs,N.Y.,26000,Saratoga,New York
6,Waterloo-Cedar Falls Courier,Waterloo,Iowa,25958,Black Hawk,Iowa
2,Monitor,Mabank,Texas,25940,Kaufman,Texas
1,Bay Area Citizen The,Webster,Texas,25928,Harris,Texas
1,Voices,Southbury,Conn.,25928,New Haven,Connecticut
1,Toledo Free Press Star,Toledo,Ohio,25902,Lucas,Ohio
7,Tribune-Democrat,Johnstown,Pa.,25883,Cambria,Pennsylvania
1,Montclarion,Oakland,Calif.,25872,Alameda,California
1,Nuvo,Indianapolis,Ind.,25850,Marion,Indiana
6,Bucks County Courier Times,Levittown,Pa.,25797,Bucks,Pennsylvania
1,Folio Weekly,Jacksonville,Fla.,25759,Duval,Florida
7,Herald-Times/ Sunday Hoosiertimes,Bloomington,Ind.,25732,Monroe,Indiana
1,Renton Reporter,Renton,Wash.,25682,King,Washington
1,Kansas State Globe,Kansas City,Kan.,25600,Wyandotte,Kansas
1,Brooklyn Papers The,Brooklyn,N.Y.,25600,Kings,New York
1,Casper Journal,Casper,Wyo.,25600,Natrona,Wyoming
1,Maryland Coast-Dispatch,Ocean City,Md.,25500,Worcester,Maryland
1,Review The,Philadelphia,Pa.,25500,Philadelphia,Pennsylvania
1,LA Watts Times,Los Angeles,Calif.,25450,Los Angeles,California
7,Lake Charles American Press,Lake Charles,La.,25433,Calcasieu Parish,Louisiana
7,Herald-Mail,Hagerstown,Md.,25420,Washington,Maryland
2,Burbank-Leader,Glendale,Calif.,25407,Los Angeles,California
1,Bonney Lake /Sumner Courier-Herald,Bonney Lake,Wash.,25392,Pierce,Washington
1,Clearwater Beacon,Largo,Fla.,25350,Pinellas,Florida
7,Missoulian,Missoula,Mont.,25331,Missoula,Montana
6,Daily Dispatch,Henderson,N.C.,25300,Vance,North Carolina
1,Bridgeport News,Bridgeport,Ill.,25300,Lawrence,Illinois
3,Valley News Today,Shenandoah,Iowa,25300,Page,Iowa
1,Seacoast Sunday,Portsmouth,N.H.,25300,Rockingham,New Hampshire
1,Weekend Advocate,Greenville,Ohio,25296,Darke,Ohio
1,Ashburn Today,Ashburn,Va.,25258,Loudoun,Virginia
1,Encinitas Advocate,Encinitas,Calif.,25216,San Diego,California
1,Kirkland Reporter,Kirkland,Wash.,25205,King,Washington
7,Sioux City Journal,Sioux City,Iowa,25194,Woodbury,Iowa
1,Valley Chronicle,Hemet,Calif.,25181,Riverside,California
7,Statesman Journal,Salem,Ore.,25171,Marion,Oregon
1,Carriage Towne News,Kingston,N.H.,25168,Rockingham,New Hampshire
5,Capital Journal,Pierre,S.D.,25100,Hughes,South Dakota
7,Times,Trenton,N.J.,25067,Mercer,New Jersey
7,Duluth News-Tribune,Duluth,Minn.,25053,St. Louis,Minnesota
7,Times The,Shreveport,La.,25050,Caddo Parish,Louisiana
1,Leader,Flower Mound,Texas,25024,Denton,Texas
7,Santa Barbara News-Press,Santa Barbara,Calif.,25020,Santa Barbara,California
1,Southeast Advance,Kentwood,Mich.,25015,Kent,Michigan
1,Delray Forum,Delray Beach,Fla.,25000,Palm Beach,Florida
